Date,CSIQ,FSLR,ENPH,DQ,JKS,SEDG,SPWR
2021-02-08,59.5,100.330002,197.869995,114.089996,64.910004,318.829987,45.349998
2021-02-09,60.73,101.849998,200.100006,124.129997,64.120003,325.920013,49.119999
2021-02-10,60.75,99.879997,202.070007,119.529999,62.849998,320.399994,49.139999
2021-02-11,61.23,99.589996,199.080002,118.910004,64.989998,330.779999,49.959999
2021-02-12,60.470001,100.75,206.509995,123.830002,65.349998,330.890015,49.810001
2021-02-16,57.880001,98.709999,193.5,120.220001,63.869999,331.350006,46.540001
2021-02-17,55.82,95.839996,189.339996,112.510002,61.029999,334.799988,43.610001
2021-02-18,52.009998,91.379997,180.839996,107.269997,57.560001,316.089996,36.330002
2021-02-19,52.779999,90.959999,189.740005,104.800003,58.139999,321.98999,37.759998
2021-02-22,48.040001,86.610001,167.860001,95.25,52.299999,288.700012,33.529999
2021-02-23,46.349998,86.970001,170.889999,92.75,50.41,295.579987,35.389999
2021-02-24,48.759998,88.029999,180.869995,105.400002,53.970001,308.149994,37.75
2021-02-25,45.619999,81.400002,167.369995,97.900002,49.939999,284.329987,34.59
2021-02-26,46.93,81.019997,176.059998,104.25,51.34,298.309998,34.77
2021-03-01,49.59,84.889999,186.449997,117.459999,53.41,307.950012,38.189999
2021-03-02,47.939999,83.190002,171.690002,109.900002,51.040001,291.589996,35.150002
2021-03-03,43.419998,78.879997,161.119995,94.510002,46.0,274.730011,32.950001
2021-03-04,41.459999,75.360001,149.880005,86.139999,40.900002,256.26001,31.27
2021-03-05,40.580002,73.699997,143.550003,79.980003,42.450001,249.429993,30.68
2021-03-08,39.610001,71.449997,132.059998,72.040001,38.080002,246.710007,29.09
2021-03-09,43.93,76.669998,148.699997,87.980003,46.48,280.01001,32.25
2021-03-10,43.32,75.720001,152.429993,78.379997,44.52,279.670013,32.299999
2021-03-11,46.950001,81.019997,165.339996,91.209999,50.119999,295.230011,35.919998
2021-03-12,45.98,81.949997,164.710007,94.220001,49.380001,291.480011,36.299999
2021-03-15,44.84,82.529999,174.160004,88.07,46.790001,297.209991,36.950001
2021-03-16,42.52,82.459999,166.309998,85.730003,45.919998,285.600006,34.0
2021-03-17,41.400002,80.139999,163.820007,87.989998,44.669998,291.429993,33.290001
2021-03-18,42.860001,77.610001,148.479996,81.209999,42.540001,266.48999,30.67
2021-03-19,45.43,79.970001,154.949997,79.230003,43.619999,280.940002,31.860001
2021-03-22,48.799999,81.830002,161.110001,80.470001,45.080002,289.170013,34.439999
2021-03-23,47.419998,80.519997,155.970001,74.440002,43.700001,278.369995,32.150002
2021-03-24,44.990002,80.720001,147.979996,66.089996,39.389999,267.589996,30.690001
2021-03-25,44.43,80.730003,148.479996,68.019997,41.290001,270.029999,31.559999
2021-03-26,46.84,85.690002,152.070007,70.339996,43.959999,275.75,32.869999
2021-03-29,45.080002,81.610001,142.139999,62.16,38.810001,260.040009,29.24
2021-03-30,48.869999,86.529999,150.600006,70.580002,44.27,271.170013,31.52
2021-03-31,49.630001,87.300003,162.160004,75.5,41.689999,287.440002,33.450001
2021-04-01,48.509998,86.150002,162.690002,75.190002,42.549999,283.390015,33.240002
2021-04-05,46.419998,83.120003,149.419998,70.120003,40.25,268.970001,32.5
2021-04-06,47.75,84.209999,157.919998,71.25,41.939999,277.25,32.529999
2021-04-07,45.720001,81.0,150.009995,68.080002,39.73,262.450012,29.540001
2021-04-08,44.82,81.190002,153.130005,66.220001,38.860001,262.089996,29.379999
2021-04-09,43.369999,79.610001,151.350006,69.290001,38.650002,263.950012,29.709999
2021-04-12,43.27,78.75,151.869995,67.220001,36.360001,263.200012,28.200001
2021-04-13,43.540001,78.989998,153.089996,67.919998,36.169998,269.440002,28.549999
2021-04-14,42.66,78.57,151.910004,66.300003,36.560001,266.209991,28.41
2021-04-15,42.709999,77.169998,145.789993,67.650002,35.810001,256.019989,26.440001
2021-04-16,44.110001,80.139999,150.009995,70.260002,37.880001,258.709991,27.370001
2021-04-19,42.59,80.209999,141.139999,66.940002,37.009998,244.860001,26.540001
2021-04-20,42.91,79.360001,147.0,69.040001,36.970001,243.869995,25.93
2021-04-21,44.5,83.650002,155.080002,74.889999,38.209999,255.089996,27.379999
2021-04-22,44.82,87.150002,160.880005,85.599998,39.650002,274.700012,27.66
2021-04-23,45.75,88.559998,166.970001,89.510002,39.23,279.429993,29.01
2021-04-26,46.259998,89.790001,172.649994,91.989998,39.950001,289.549988,29.49
2021-04-27,45.57,89.690002,171.100006,85.620003,39.66,290.140015,29.0
2021-04-28,44.009998,88.699997,146.910004,85.720001,38.759998,282.5,27.91
2021-04-29,42.889999,87.290001,143.399994,83.580002,37.93,275.76001,27.139999
2021-04-30,41.240002,76.529999,139.25,80.489998,36.959999,263.540009,25.690001
2021-05-03,41.330002,75.769997,136.410004,79.540001,36.889999,260.059998,24.860001
2021-05-04,39.200001,73.82,127.830002,74.510002,34.16,218.570007,23.0
2021-05-05,39.009998,74.389999,126.879997,77.199997,33.52,219.229996,23.280001
2021-05-06,39.200001,73.629997,121.940002,73.589996,31.99,214.130005,22.559999
2021-05-07,39.630001,74.620003,122.959999,74.699997,32.41,220.399994,23.370001
2021-05-10,37.380001,72.190002,118.120003,72.150002,30.26,213.339996,21.440001
2021-05-11,38.110001,71.889999,121.419998,75.459999,31.379999,217.940002,22.26
2021-05-12,35.549999,69.730003,117.169998,72.370003,30.51,208.240005,21.25
2021-05-13,35.25,69.57,114.610001,65.110001,30.709999,204.009995,20.91
2021-05-14,36.619999,72.580002,119.779999,71.730003,31.469999,218.869995,22.24
2021-05-17,36.099998,71.550003,118.419998,71.239998,30.440001,218.009995,21.950001
2021-05-18,36.209999,72.389999,122.510002,71.230003,30.719999,221.720001,22.200001
2021-05-19,36.959999,74.239998,130.669998,76.769997,31.709999,233.490005,23.059999
2021-05-20,39.290001,76.639999,141.820007,78.410004,34.169998,249.520004,23.82
2021-05-21,39.049999,75.93,142.279999,77.959999,34.09,252.309998,23.540001
2021-05-24,38.41,75.379997,140.869995,72.589996,33.27,254.770004,23.440001
2021-05-25,38.18,74.800003,138.529999,71.980003,33.119999,251.75,22.67
2021-05-26,41.0,77.529999,143.039993,78.629997,35.98,259.049988,23.540001
2021-05-27,39.610001,76.93,142.309998,77.940002,35.34,256.559998,23.76
2021-05-28,39.580002,76.110001,143.050003,74.379997,36.610001,258.01001,23.389999
2021-06-01,40.119999,76.879997,139.440002,78.949997,39.419998,248.470001,23.190001
2021-06-02,39.77,76.959999,139.169998,76.400002,41.830002,247.479996,24.26
2021-06-03,38.240002,75.370003,134.130005,76.93,40.110001,238.490005,22.549999
2021-06-04,38.830002,75.839996,134.699997,80.839996,41.209999,241.839996,22.84
2021-06-07,37.849998,75.010002,137.470001,74.489998,38.389999,233.270004,23.200001
2021-06-08,39.169998,75.959999,139.149994,70.769997,39.110001,238.699997,25.0
2021-06-09,38.59,76.809998,136.970001,68.75,40.25,235.240005,24.43
2021-06-10,39.900002,80.400002,143.5,67.449997,41.209999,239.690002,26.440001
2021-06-11,40.27,79.589996,147.130005,68.690002,46.209999,243.169998,25.9
2021-06-14,40.25,78.610001,147.649994,68.660004,45.299999,242.869995,26.040001
2021-06-15,38.139999,76.169998,144.919998,65.040001,40.310001,238.860001,24.02
2021-06-16,37.810001,77.400002,152.020004,64.160004,40.299999,247.559998,24.620001
2021-06-17,39.43,78.529999,161.990005,61.41,39.959999,263.179993,26.719999
2021-06-18,39.389999,76.970001,165.850006,60.5,39.349998,264.230011,25.370001
2021-06-21,38.34,78.190002,163.080002,58.700001,41.25,258.609985,25.41
2021-06-22,37.950001,78.379997,167.300003,56.5,37.139999,260.440002,25.51
2021-06-23,38.720001,80.190002,170.240005,58.080002,38.369999,265.079987,27.049999
2021-06-24,38.689999,84.510002,170.770004,56.48,37.860001,267.279999,27.780001
2021-06-25,40.43,87.870003,175.389999,58.66,43.0,267.709991,27.440001
2021-06-28,45.5,92.709999,188.330002,66.169998,52.849998,284.660004,30.68
2021-06-29,47.119999,92.669998,185.710007,66.779999,57.560001,283.570007,29.889999
2021-06-30,44.84,90.510002,183.630005,65.019997,56.02,276.369995,29.219999
2021-07-01,43.639999,90.169998,183.110001,66.040001,52.07,274.880005,28.9
2021-07-02,43.080002,90.82,186.410004,62.549999,50.400002,276.230011,28.809999
2021-07-06,43.740002,91.190002,188.809998,66.830002,54.349998,274.790009,29.59
2021-07-07,43.049999,91.269997,181.830002,71.25,60.139999,265.200012,28.190001
2021-07-08,41.299999,89.910004,179.720001,68.989998,58.790001,261.140015,27.58
2021-07-09,40.810001,92.540001,183.800003,67.800003,56.759998,267.679993,27.92
2021-07-12,43.09,94.290001,185.720001,68.269997,61.900002,268.649994,29.040001
2021-07-13,42.040001,92.790001,184.059998,72.349998,61.779999,265.369995,28.049999
2021-07-14,39.610001,90.040001,170.789993,68.940002,56.720001,245.460007,23.940001
2021-07-15,38.669998,85.599998,165.289993,68.830002,60.259998,241.210007,23.5
2021-07-16,37.639999,83.489998,163.449997,66.43,58.0,236.559998,22.65
2021-07-19,37.75,83.050003,165.279999,64.339996,54.209999,240.160004,23.34
2021-07-20,38.200001,82.68,172.089996,66.080002,56.189999,245.759995,24.139999
2021-07-21,40.009998,85.190002,179.789993,79.379997,61.560001,258.959991,25.43
2021-07-22,39.68,83.68,178.940002,67.669998,60.889999,257.390015,24.549999
2021-07-23,39.02,82.949997,178.179993,59.07,56.75,248.630005,23.75
2021-07-26,38.060001,81.349998,176.679993,56.48,53.669998,245.619995,23.700001
2021-07-27,38.310001,81.360001,172.860001,53.75,46.240002,240.0,23.110001
2021-07-28,40.02,83.480003,181.419998,60.360001,53.279999,254.139999,24.23
2021-07-29,40.709999,83.739998,182.059998,59.389999,52.950001,261.130005,24.629999
2021-07-30,40.25,86.040001,189.600006,59.25,53.889999,259.480011,24.77
2021-08-02,39.869999,88.269997,183.110001,61.029999,54.75,257.720001,24.18
2021-08-03,41.599998,92.339996,192.619995,60.84,57.09,299.809998,25.309999
2021-08-04,41.41,92.209999,193.929993,59.77,55.91,292.730011,23.02
2021-08-05,40.060001,91.620003,183.449997,58.560001,55.68,286.390015,23.5
2021-08-06,40.009998,93.150002,179.740005,58.150002,55.18,295.279999,23.290001
2021-08-09,40.849998,94.709999,185.559998,60.630001,58.310001,294.940002,23.93
2021-08-10,42.0,95.75,184.089996,60.84,59.43,296.399994,24.309999
2021-08-11,41.48,95.910004,182.289993,57.459999,56.0,289.299988,23.690001
2021-08-12,41.599998,96.940002,181.289993,56.610001,53.360001,291.170013,23.870001
2021-08-13,38.580002,96.599998,175.0,51.5,45.740002,284.369995,22.700001
2021-08-16,37.060001,96.830002,167.539993,49.830002,43.599998,277.809998,21.98
2021-08-17,34.709999,93.510002,163.479996,48.720001,41.0,268.350006,21.23
2021-08-18,34.560001,93.650002,162.470001,47.950001,41.209999,266.220001,21.030001
2021-08-19,31.99,92.989998,162.889999,45.919998,37.48,262.299988,20.549999
2021-08-20,32.360001,94.540001,165.990005,47.080002,40.16,269.880005,20.940001
2021-08-23,34.099998,96.040001,172.240005,49.0,41.200001,281.01001,21.76
2021-08-24,36.0,94.470001,172.919998,50.369999,44.150002,279.75,21.82
2021-08-25,36.330002,93.629997,172.910004,54.009998,45.23,281.440002,21.5
2021-08-26,36.23,93.68,172.429993,52.02,44.099998,280.820007,21.24
2021-08-27,36.889999,94.440002,174.990005,54.470001,44.450001,291.25,21.620001
2021-08-30,37.369999,95.690002,177.779999,64.0,49.080002,295.700012,21.530001
2021-08-31,36.970001,94.0,173.729996,61.310001,49.200001,289.779999,21.549999
2021-09-01,37.41,94.059998,176.429993,60.959999,50.189999,289.790009,22.219999
2021-09-02,37.59,94.870003,176.889999,64.440002,51.619999,291.540009,22.25
2021-09-03,37.119999,94.059998,173.940002,61.75,51.43,285.799988,21.83
2021-09-07,37.380001,94.480003,168.729996,63.950001,51.57,278.829987,21.959999
2021-09-08,36.389999,95.43,163.380005,60.709999,48.720001,274.200012,21.309999
2021-09-09,36.900002,98.889999,161.360001,63.130001,48.849998,275.950012,21.67
2021-09-10,36.360001,99.410004,158.220001,61.349998,47.049999,268.540009,21.26
2021-09-13,37.73,106.169998,160.089996,62.220001,48.200001,273.839996,22.209999
2021-09-14,37.09,105.160004,157.949997,61.0,46.779999,272.51001,21.610001
2021-09-15,37.599998,104.699997,155.529999,62.16,48.709999,277.779999,21.690001
2021-09-16,36.540001,103.290001,156.789993,60.43,46.939999,270.399994,21.76
2021-09-17,36.970001,104.019997,160.889999,61.93,48.080002,281.450012,22.48
2021-09-20,34.310001,95.690002,152.440002,56.75,43.709999,268.720001,20.93
2021-09-21,34.889999,95.010002,154.289993,58.639999,45.599998,269.459991,21.09
2021-09-22,35.34,95.709999,158.210007,61.07,46.560001,282.0,22.25
2021-09-23,34.330002,93.449997,158.320007,57.009998,43.82,284.109985,22.530001
2021-09-24,33.720001,91.150002,153.660004,53.82,42.34,275.359985,22.190001
2021-09-27,34.669998,95.559998,155.059998,54.209999,44.040001,280.519989,23.48
2021-09-28,33.610001,95.25,150.710007,51.790001,42.959999,272.829987,22.780001
2021-09-29,33.400002,94.07,148.399994,52.349998,41.849998,261.869995,22.16
2021-09-30,34.59,95.459999,149.970001,57.0,45.810001,265.220001,22.68
2021-10-01,34.419998,96.57,155.360001,57.91,47.369999,272.119995,24.870001
2021-10-04,31.9,95.010002,145.029999,54.790001,43.610001,255.270004,23.09
2021-10-05,32.080002,95.599998,147.410004,57.299999,44.919998,258.700012,22.68
2021-10-06,31.790001,95.18,153.580002,56.439999,45.84,260.420013,23.84
2021-10-07,32.07,97.519997,157.229996,56.860001,46.73,263.609985,24.719999
2021-10-08,33.029999,98.669998,154.360001,56.0,47.259998,261.869995,23.959999
2021-10-11,34.220001,102.290001,161.259995,61.41,50.09,276.820007,26.139999
2021-10-12,36.369999,105.269997,169.839996,65.660004,51.73,298.410004,27.450001
2021-10-13,36.82,106.019997,173.210007,66.970001,52.619999,303.720001,28.209999
2021-10-14,36.279999,106.199997,173.779999,63.5,50.450001,305.529999,27.49
2021-10-15,36.709999,105.110001,172.919998,63.970001,51.77,299.48999,27.540001
2021-10-18,37.02,104.779999,179.970001,68.089996,53.360001,306.079987,27.440001
2021-10-19,37.349998,108.279999,187.059998,71.900002,55.560001,317.220001,29.57
2021-10-20,37.25,103.230003,180.100006,72.760002,54.68,307.359985,28.799999
2021-10-21,38.209999,106.290001,179.800003,72.410004,56.860001,309.029999,29.76
2021-10-22,37.52,106.220001,176.699997,71.370003,56.16,303.25,29.41
2021-10-25,39.049999,109.040001,179.429993,74.43,57.200001,311.920013,30.66
2021-10-26,38.209999,108.940002,173.460007,70.879997,53.52,313.880005,29.620001
2021-10-27,38.790001,110.230003,216.220001,76.220001,57.189999,342.540009,31.09
2021-10-28,40.849998,117.879997,224.460007,76.510002,59.48,351.579987,32.48
2021-10-29,41.549999,119.589996,231.630005,77.790001,59.82,354.679993,33.66
2021-11-01,41.290001,121.139999,239.529999,75.0,56.889999,360.929993,33.849998
2021-11-02,39.080002,118.650002,237.610001,68.089996,53.560001,355.160004,32.57
2021-11-03,39.529999,116.830002,236.580002,69.540001,56.290001,352.98999,32.950001
2021-11-04,39.580002,116.660004,242.600006,69.309998,57.75,349.829987,32.709999
2021-11-05,38.380001,116.309998,237.899994,65.919998,56.119999,344.070007,32.59
2021-11-08,38.599998,115.029999,241.619995,67.139999,56.709999,349.899994,32.27
2021-11-09,38.259998,114.099998,239.389999,66.739998,55.349998,351.140015,31.870001
2021-11-10,36.259998,110.989998,231.479996,65.449997,54.93,343.299988,31.290001
2021-11-11,40.950001,113.599998,250.490005,70.769997,60.970001,358.25,32.09
2021-11-12,39.369999,110.919998,251.619995,72.519997,61.57,362.410004,32.09
2021-11-15,39.57,112.309998,244.710007,71.129997,59.360001,368.329987,31.530001
2021-11-16,40.009998,104.489998,251.589996,69.209999,63.880001,360.5,31.32
2021-11-17,38.639999,103.940002,254.860001,68.150002,63.09,365.0,30.92
2021-11-18,39.0,103.43,254.479996,68.690002,58.049999,355.420013,29.450001
2021-11-19,40.880001,108.370003,267.73999,66.330002,63.689999,365.130005,30.59
2021-11-22,40.630001,108.160004,261.119995,63.360001,60.299999,353.649994,30.07
2021-11-23,39.209999,107.139999,250.5,61.970001,58.169998,350.019989,29.65
2021-11-24,39.240002,108.279999,255.100006,60.299999,56.459999,348.48999,30.02
2021-11-26,38.279999,105.919998,247.419998,58.52,53.130001,341.440002,28.469999
2021-11-29,39.060001,106.849998,256.709991,58.009998,55.990002,347.209991,29.76
2021-11-30,37.939999,103.599998,250.0,57.34,52.279999,327.76001,28.65
2021-12-01,36.68,101.639999,236.860001,54.349998,50.959999,315.049988,27.120001
2021-12-02,35.220001,102.040001,235.0,48.209999,48.560001,318.540009,26.889999
2021-12-03,32.52,98.25,217.100006,43.32,43.580002,307.0,24.440001
2021-12-06,32.939999,99.110001,212.940002,44.060001,44.380001,307.630005,24.4
2021-12-07,33.669998,101.199997,222.559998,47.299999,46.709999,325.829987,24.83
2021-12-08,34.110001,100.709999,225.610001,46.490002,48.639999,330.559998,24.940001
2021-12-09,32.900002,96.639999,216.350006,44.07,46.52,313.380005,23.219999
2021-12-10,32.470001,97.199997,215.020004,43.490002,45.759998,309.089996,23.389999
2021-12-13,32.959999,97.07,213.520004,43.830002,46.540001,303.670013,23.75
2021-12-14,30.98,95.32,202.320007,41.93,45.290001,298.299988,21.190001
2021-12-15,31.0,95.18,204.039993,41.830002,44.740002,305.5,21.85
2021-12-16,30.209999,91.199997,190.850006,40.790001,44.509998,287.029999,20.76
2021-12-17,31.860001,93.160004,189.110001,40.700001,46.290001,288.850006,21.440001
2021-12-20,30.18,85.760002,178.729996,38.049999,42.560001,258.359985,19.860001
2021-12-21,31.860001,89.120003,189.0,40.900002,44.759998,281.100006,20.75
2021-12-22,31.290001,87.919998,189.330002,39.919998,43.099998,284.01001,20.559999
2021-12-23,31.110001,87.370003,188.169998,38.93,43.169998,283.290009,20.73
2021-12-27,30.959999,87.860001,188.690002,37.59,42.169998,285.600006,20.91
2021-12-28,30.85,87.349998,186.789993,37.810001,44.099998,278.820007,20.48
2021-12-29,30.42,87.18,185.470001,37.869999,43.299999,278.040009,20.219999
2021-12-30,31.4,88.040001,186.410004,40.939999,46.91,282.350006,21.01
2021-12-31,31.290001,87.160004,182.940002,40.32,45.959999,280.570007,20.870001
2022-01-03,31.33,88.580002,184.449997,41.970001,46.369999,282.450012,21.549999
2022-01-04,31.17,87.279999,178.279999,42.009998,46.189999,273.100006,21.530001
2022-01-05,29.16,83.510002,157.199997,39.990002,43.560001,249.809998,19.780001
2022-01-06,29.17,83.970001,151.490005,39.869999,43.18,248.240005,19.15
2022-01-07,29.780001,84.68,145.130005,40.09,44.650002,248.910004,19.379999
2022-01-10,29.1,84.300003,147.130005,39.580002,44.689999,255.470001,19.620001
2022-01-11,29.51,84.449997,148.509995,39.599998,45.57,261.089996,20.309999
2022-01-12,29.719999,84.120003,149.279999,41.740002,46.049999,261.019989,20.379999
2022-01-13,27.76,82.779999,143.490005,41.220001,45.27,260.429993,20.110001
2022-01-14,28.25,83.019997,142.839996,42.369999,47.34,253.830002,20.16
2022-01-18,27.290001,81.5,135.919998,41.130001,45.43,238.800003,19.34
2022-01-19,26.4,81.370003,134.580002,42.75,45.5,232.089996,18.92
2022-01-20,26.440001,81.489998,134.690002,43.369999,46.080002,231.320007,19.02
2022-01-21,25.18,76.82,126.019997,40.529999,43.369999,220.309998,15.8
2022-01-24,25.610001,77.93,128.100006,38.889999,41.16,225.869995,16.709999
2022-01-25,25.32,75.940002,122.650002,37.25,41.040001,212.740005,16.280001
2022-01-26,25.940001,76.370003,121.75,37.82,41.919998,214.130005,15.99
2022-01-27,25.07,72.220001,119.970001,36.07,40.27,209.820007,15.12
2022-01-28,25.24,73.419998,123.860001,35.869999,39.349998,212.070007,15.33
2022-01-31,27.99,78.379997,140.470001,40.119999,44.130001,238.220001,16.780001
2022-02-01,27.790001,77.699997,142.669998,39.630001,44.880001,242.229996,16.549999
2022-02-02,26.540001,76.370003,139.509995,37.709999,42.470001,238.300003,15.76
2022-02-03,25.77,71.279999,132.910004,35.720001,40.02,231.199997,15.09
2022-02-04,26.66,71.0,141.229996,37.779999,42.110001,238.259995,15.86
2022-02-07,26.709999,69.739998,140.770004,37.169998,40.200001,240.970001,15.62
2022-02-08,27.34,70.389999,144.5,38.919998,41.91,248.710007,16.1
2022-02-09,28.200001,74.169998,161.889999,42.400002,43.369999,265.980011,17.16
2022-02-10,27.91,71.220001,154.639999,40.580002,42.970001,264.5,16.77
2022-02-11,27.6,69.309998,145.690002,38.790001,41.150002,250.089996,16.15
2022-02-14,27.360001,68.230003,143.929993,38.200001,39.23,249.220001,15.83
2022-02-15,29.33,72.099998,154.289993,41.34,44.279999,262.160004,17.09
2022-02-16,29.549999,71.669998,154.029999,40.84,44.439999,266.720001,16.83
2022-02-17,29.0,69.949997,148.369995,40.200001,42.439999,263.26001,16.33
