CSIQ,FSLR,ENPH,DQ,JKS,SEDG,SPWR
31.16,121.309998,251.419998,50.970001,46.970001,16.82,16.82
30.58,120.209999,243.190002,49.099998,46.09,15.89,15.89
29.790001,118.720001,244.289993,47.52,44.27,15.64,15.64
30.309999,122.599998,252.0,48.369999,45.119999,15.76,15.76
28.790001,124.57,253.300003,45.139999,41.060001,15.78,15.78
29.73,127.150002,265.589996,47.130001,42.709999,17.15,17.15
30.959999,131.399994,291.869995,50.73,46.529999,17.389999,17.389999
31.58,131.179993,306.079987,48.380001,47.849998,17.73,17.73
31.93,132.669998,305.25,46.369999,45.939999,17.889999,17.889999
33.900002,145.570007,307.0,43.990002,47.48,18.49,18.49
33.450001,148.570007,299.480011,44.049999,48.060001,18.25,18.25
32.830002,150.070007,289.5,44.59,47.59,17.219999,17.219999
34.099998,157.729996,296.109985,45.259998,48.759998,18.209999,18.209999
33.689999,153.619995,282.440002,46.110001,49.07,17.530001,17.530001
32.439999,147.25,268.829987,51.099998,49.400002,16.860001,16.860001
34.630001,147.259995,280.070007,52.299999,49.889999,18.690001,18.690001
34.990002,151.160004,284.75,51.720001,47.950001,19.15,19.15
37.02,157.020004,309.25,55.669998,52.040001,22.9,22.9
36.18,150.419998,292.01001,55.709999,50.639999,22.34,22.34
35.73,153.630005,297.940002,53.91,49.080002,22.030001,22.030001
36.75,159.630005,300.730011,57.450001,50.43,22.709999,22.709999
36.5,158.580002,305.179993,55.23,50.07,23.209999,23.209999
36.720001,164.979996,312.959991,55.630001,50.130001,23.85,23.85
36.209999,166.600006,311.940002,53.09,47.869999,23.209999,23.209999
36.610001,165.389999,308.100006,52.25,47.330002,23.209999,23.209999
36.049999,167.660004,320.440002,51.849998,46.869999,23.469999,23.469999
37.009998,169.470001,315.779999,51.200001,48.139999,24.0,24.0
35.75,171.429993,319.420013,49.82,47.810001,24.129999,24.129999
34.0,165.619995,312.209991,50.450001,44.93,23.629999,23.629999
33.82,161.809998,303.390015,50.759998,45.740002,23.200001,23.200001
35.849998,172.529999,320.589996,56.91,51.279999,24.25,24.25
34.650002,168.539993,314.0,53.240002,49.529999,23.629999,23.629999
36.560001,168.320007,336.0,54.029999,55.48,24.49,24.49
36.240002,167.139999,335.820007,51.709999,52.549999,23.719999,23.719999
33.950001,157.470001,309.730011,49.27,50.779999,22.620001,22.620001
33.549999,154.740005,317.049988,47.68,48.209999,22.209999,22.209999
33.16,152.710007,319.869995,46.759998,48.400002,22.24,22.24
33.330002,150.960007,319.549988,49.610001,49.41,22.0,22.0
33.459999,150.279999,320.859985,47.790001,46.880001,22.42,22.42
34.040001,157.080002,325.98999,46.860001,48.529999,23.059999,23.059999
35.200001,160.089996,332.799988,46.189999,49.959999,23.530001,23.530001
34.82,159.410004,314.059998,46.02,50.810001,21.799999,21.799999
34.110001,155.080002,303.390015,44.57,51.040001,21.15,21.15
33.189999,156.770004,305.01001,44.900002,51.630001,20.370001,20.370001
32.34,156.589996,302.070007,44.259998,50.700001,19.91,19.91
33.66,162.059998,317.100006,44.900002,48.98,20.110001,20.110001
31.959999,156.889999,298.869995,42.18,44.119999,18.940001,18.940001
31.02,156.75,293.950012,40.509998,41.169998,18.66,18.66
30.040001,150.220001,274.540009,40.27,41.02,17.98,17.98
29.4,146.169998,267.380005,39.130001,39.66,17.790001,17.790001
30.43,148.779999,265.48999,39.360001,41.029999,18.18,18.18
30.9,149.789993,264.959991,38.610001,40.880001,18.030001,18.030001
30.299999,145.940002,253.309998,39.950001,41.310001,17.17,17.17
32.189999,146.779999,251.639999,38.860001,42.040001,17.709999,17.709999
31.77,145.460007,240.369995,37.110001,39.970001,16.74,16.74
36.150002,156.800003,233.649994,39.759998,46.189999,17.129999,17.129999
38.57,159.169998,227.940002,39.619999,49.119999,16.82,16.82
42.049999,171.009995,229.830002,44.529999,53.380001,17.43,17.43
42.869999,172.410004,238.820007,45.16,58.290001,18.709999,18.709999
43.18,178.850006,241.720001,44.419998,58.630001,18.780001,18.780001
43.0,180.190002,245.830002,43.650002,58.900002,18.66,18.66
41.700001,177.600006,251.059998,46.779999,57.5,18.75,18.75
41.34,177.570007,250.309998,43.799999,56.299999,18.49,18.49
40.91,165.009995,222.970001,44.48,55.549999,16.559999,16.559999
41.889999,167.869995,222.539993,47.32,56.669998,16.33,16.33
42.68,176.210007,228.440002,47.91,59.860001,16.41,16.41
42.599998,171.490005,219.470001,46.669998,58.23,16.219999,16.219999
41.849998,168.259995,210.320007,46.43,57.139999,16.07,16.07
41.0,175.429993,208.020004,46.759998,56.549999,16.09,16.09
40.849998,179.350006,210.089996,45.669998,56.209999,16.969999,16.969999
39.91,170.779999,212.220001,43.529999,54.349998,16.73,16.73
42.07,177.600006,221.380005,45.509998,56.380001,17.43,17.43
42.029999,180.149994,227.139999,47.619999,57.169998,17.9,17.9
41.900002,168.669998,227.699997,46.110001,56.389999,18.16,18.16
40.630001,168.190002,222.929993,43.439999,54.66,17.51,17.51
40.549999,167.470001,222.990005,43.09,54.200001,17.27,17.27
40.110001,165.889999,228.460007,43.52,53.75,17.110001,17.110001
39.689999,165.580002,218.869995,42.57,52.91,16.26,16.26
40.099998,163.940002,209.600006,42.360001,52.610001,15.55,15.55
40.32,163.380005,212.070007,42.119999,52.799999,15.33,15.33
40.43,167.259995,212.570007,42.07,52.779999,15.73,15.73
39.490002,165.039993,208.350006,42.84,52.220001,15.85,15.85
41.610001,172.360001,217.869995,43.919998,53.959999,16.879999,16.879999
39.799999,165.009995,202.800003,43.369999,52.049999,16.25,16.25
38.939999,164.279999,204.990005,42.099998,50.75,16.290001,16.290001
36.990002,160.990005,201.649994,43.040001,50.189999,15.45,15.45
37.5,163.610001,203.570007,45.049999,52.099998,15.33,15.33
38.169998,165.580002,204.710007,46.419998,53.549999,15.0,15.0
37.549999,162.160004,198.960007,44.52,49.639999,14.45,14.45
39.27,166.110001,210.779999,44.98,51.93,14.91,14.91
39.75,169.139999,210.529999,44.18,53.0,15.02,15.02
41.77,195.679993,212.949997,47.290001,56.439999,15.29,15.29
40.889999,198.220001,211.559998,48.779999,55.200001,15.09,15.09
41.75,210.110001,217.160004,52.02,56.220001,15.58,15.58
42.709999,212.300003,225.350006,54.939999,57.0,15.76,15.76
42.560001,214.289993,224.210007,53.830002,56.650002,15.49,15.49
42.599998,214.330002,218.309998,52.560001,56.709999,15.47,15.47
41.41,211.25,215.850006,50.75,56.16,15.44,15.44
39.25,207.729996,210.220001,49.900002,48.98,14.66,14.66
39.200001,203.580002,211.529999,49.830002,49.68,15.15,15.15
39.57,207.289993,213.009995,50.700001,50.299999,14.57,14.57
38.110001,203.220001,205.759995,49.259998,48.240002,13.69,13.69
36.720001,206.559998,201.100006,48.220001,45.950001,13.5,13.5
35.029999,199.619995,183.639999,45.68,42.759998,12.37,12.37
35.860001,204.679993,192.509995,48.0,45.049999,12.69,12.69
41.25,209.25,207.630005,49.529999,49.200001,13.69,13.69
37.740002,205.009995,202.149994,48.080002,47.77,12.77,12.77
38.450001,210.190002,204.660004,49.02,47.75,12.6,12.6
38.619999,211.100006,195.990005,50.650002,47.900002,12.41,12.41
38.720001,210.139999,195.830002,49.52,48.23,12.39,12.39
37.869999,210.009995,193.520004,49.09,48.630001,12.2,12.2
39.099998,215.350006,203.949997,46.75,50.07,13.07,13.07
39.360001,213.320007,205.270004,46.66,50.59,13.25,13.25
39.810001,217.5,210.279999,46.84,51.02,13.84,13.84
39.919998,208.490005,202.600006,45.779999,49.889999,13.62,13.62
39.450001,208.139999,202.539993,45.130001,49.619999,13.74,13.74
38.32,201.610001,193.669998,44.0,47.82,13.16,13.16
37.900002,204.509995,191.0,44.470001,46.93,12.68,12.68
38.77,212.029999,195.800003,47.25,49.709999,13.21,13.21
38.849998,210.029999,196.880005,48.439999,50.290001,13.44,13.44
37.880001,207.889999,196.029999,45.66,48.450001,13.07,13.07
39.02,211.259995,209.690002,45.610001,50.279999,14.04,14.04
38.389999,208.399994,208.899994,45.610001,49.32,14.05,14.05
40.75,218.889999,224.919998,45.860001,50.459999,14.68,14.68
40.93,219.479996,227.869995,45.709999,49.720001,14.27,14.27
39.880001,218.190002,224.270004,45.369999,49.290001,13.63,13.63
40.299999,215.529999,224.789993,44.759998,48.919998,13.82,13.82
39.830002,216.889999,223.610001,43.849998,47.57,14.01,14.01
40.02,209.899994,224.600006,42.799999,46.0,14.21,14.21
39.110001,210.529999,220.600006,42.459999,45.82,13.89,13.89
37.59,199.509995,163.830002,42.330002,45.540001,12.59,12.59
37.639999,200.830002,164.179993,43.91,47.73,13.31,13.31
37.419998,182.580002,164.199997,45.919998,49.610001,13.22,13.22
36.93,180.850006,160.589996,47.779999,49.610001,12.94,12.94
36.07,176.399994,152.880005,45.419998,47.0,12.54,12.54
36.169998,174.330002,155.419998,42.77,47.419998,12.01,12.01
35.860001,171.589996,155.419998,41.889999,47.240002,10.96,10.96
37.220001,178.600006,159.649994,44.73,48.09,11.29,11.29
37.07,177.460007,163.289993,43.84,47.380001,11.35,11.35
36.060001,178.0,157.830002,42.110001,43.470001,11.11,11.11
36.57,180.740005,161.419998,41.48,43.889999,11.26,11.26
36.799999,183.190002,160.789993,43.25,43.540001,10.93,10.93
36.009998,231.690002,167.550003,42.779999,42.25,10.7,10.7
35.360001,221.589996,168.710007,42.669998,41.59,10.85,10.85
36.130001,212.800003,160.960007,41.66,41.099998,10.41,10.41
38.720001,209.759995,163.729996,41.189999,42.98,10.79,10.79
40.18,206.279999,163.720001,39.720001,44.060001,10.5,10.5
40.209999,203.529999,162.369995,38.52,43.779999,9.57,9.57
42.32,201.690002,164.649994,37.740002,44.349998,10.12,10.12
43.290001,200.889999,162.830002,39.740002,46.130001,10.27,10.27
43.259998,198.550003,164.050003,39.18,45.939999,10.31,10.31
42.799999,200.940002,164.589996,38.34,45.619999,10.35,10.35
43.560001,201.770004,165.199997,38.189999,45.049999,10.27,10.27
43.400002,202.399994,174.119995,36.919998,42.279999,10.91,10.91
41.799999,202.960007,173.880005,35.950001,41.91,10.6,10.6
40.48,208.740005,181.470001,37.389999,42.09,10.92,10.92
39.549999,206.740005,181.860001,38.360001,42.259998,10.89,10.89
40.049999,203.669998,182.729996,37.860001,41.849998,11.07,11.07
39.880001,196.820007,182.610001,38.18,42.029999,11.12,11.12
39.310001,191.759995,182.089996,39.130001,40.869999,11.22,11.22
38.240002,192.330002,181.399994,39.740002,40.740002,11.18,11.18
37.669998,192.0,174.580002,41.580002,41.549999,10.93,10.93
37.549999,196.240005,176.889999,40.709999,40.700001,11.35,11.35
37.119999,195.990005,179.660004,40.48,41.349998,11.58,11.58
37.369999,193.029999,179.199997,41.75,41.540001,11.24,11.24
39.549999,192.880005,180.509995,42.59,46.43,11.22,11.22
41.32,188.990005,181.809998,42.650002,47.389999,11.0,11.0
38.740002,186.100006,171.990005,39.43,43.650002,10.61,10.61
38.060001,184.580002,167.990005,39.049999,43.66,10.52,10.52
38.84,187.080002,162.529999,38.25,43.509998,10.42,10.42
36.939999,184.520004,158.690002,37.77,42.110001,10.09,10.09
36.310001,178.550003,159.210007,37.220001,42.009998,9.91,9.91
36.369999,182.729996,161.029999,37.48,42.52,10.1,10.1
37.34,184.220001,161.419998,37.549999,43.23,10.15,10.15
36.900002,184.009995,158.770004,38.23,43.169998,9.64,9.64
38.689999,190.089996,167.479996,39.700001,44.380001,9.8,9.8
38.32,191.389999,169.550003,39.060001,44.66,9.86,9.86
37.580002,186.949997,165.339996,38.759998,44.599998,9.68,9.68
37.169998,183.139999,161.380005,37.779999,42.400002,9.15,9.15
36.84,189.139999,166.169998,39.23,42.75,9.09,9.09
38.419998,190.820007,175.470001,39.459999,44.099998,9.35,9.35
37.349998,189.619995,173.779999,38.880001,43.060001,9.52,9.52
38.470001,194.960007,182.800003,40.09,44.099998,10.3,10.3
38.240002,196.949997,182.639999,40.09,44.73,10.42,10.42
36.939999,191.300003,177.940002,38.73,43.66,10.1,10.1
38.080002,206.710007,189.669998,38.990002,45.91,11.16,11.16
37.419998,201.570007,184.050003,38.259998,43.82,11.39,11.39
37.490002,198.580002,185.490005,38.389999,43.310001,11.31,11.31
37.610001,198.5,175.919998,37.639999,42.41,11.32,11.32
37.580002,197.910004,177.479996,37.23,42.299999,11.25,11.25
37.709999,197.660004,177.809998,37.700001,42.139999,11.59,11.59
37.389999,200.009995,179.470001,37.439999,42.23,11.22,11.22
36.82,197.410004,173.360001,38.16,42.040001,9.45,9.45
36.259998,198.800003,166.800003,37.389999,41.119999,9.23,9.23
36.599998,208.399994,154.330002,38.290001,42.25,9.26,9.26
36.16,207.399994,151.830002,39.07,42.450001,9.87,9.87
35.970001,202.679993,150.320007,38.049999,41.049999,9.87,9.87
35.09,194.279999,140.690002,36.049999,38.52,9.04,9.04
34.549999,196.240005,140.360001,34.34,38.549999,9.08,9.08
34.599998,194.380005,140.0,36.25,38.240002,8.67,8.67
34.23,195.600006,135.449997,37.400002,38.43,8.65,8.65
33.970001,196.100006,135.770004,36.900002,36.880001,8.5,8.5
34.549999,203.600006,138.460007,38.34,37.91,8.54,8.54
34.119999,205.009995,136.460007,37.759998,37.419998,8.32,8.32
32.82,204.869995,135.199997,35.110001,35.93,8.14,8.14
33.16,211.429993,138.589996,35.869999,35.860001,8.13,8.13
32.110001,199.830002,134.559998,35.439999,34.57,7.69,7.69
31.719999,191.889999,132.880005,35.299999,33.990002,7.46,7.46
31.1,183.440002,131.440002,35.610001,33.380001,7.48,7.48
30.75,181.910004,130.339996,35.139999,33.779999,7.22,7.22
30.76,181.699997,130.160004,34.790001,34.110001,7.12,7.12
26.790001,176.5,128.320007,34.400002,33.360001,7.19,7.19
26.889999,180.580002,130.360001,35.709999,32.009998,7.29,7.29
26.02,174.419998,122.339996,35.459999,30.639999,6.9,6.9
26.1,177.449997,124.089996,35.720001,30.4,6.95,6.95
26.370001,176.759995,125.300003,36.110001,30.76,6.85,6.85
27.65,181.610001,129.050003,37.099998,33.630001,7.41,7.41
28.290001,184.960007,128.110001,36.790001,33.349998,7.24,7.24
28.01,189.119995,126.529999,36.970001,33.529999,7.16,7.16
28.290001,186.369995,128.729996,36.810001,34.439999,7.29,7.29
28.01,186.479996,127.769997,36.240002,33.299999,7.04,7.04
27.209999,182.089996,123.029999,35.380001,32.18,6.7,6.7
25.92,180.5,122.230003,33.759998,29.82,6.53,6.53
26.25,183.210007,120.230003,33.98,29.08,6.62,6.62
26.35,179.369995,122.190002,33.48,29.190001,6.62,6.62
27.469999,180.940002,123.349998,32.869999,31.1,7.29,7.29
27.129999,170.5,119.599998,32.330002,29.85,6.99,6.99
27.860001,177.0,122.309998,33.41,30.559999,7.28,7.28
27.34,174.050003,120.300003,32.490002,30.030001,7.22,7.22
26.68,167.740005,117.160004,31.620001,29.33,6.77,6.77
26.84,169.179993,122.089996,30.559999,28.9,6.95,6.95
26.51,169.240005,123.970001,30.209999,28.07,6.84,6.84
26.17,166.240005,124.849998,30.549999,26.940001,6.62,6.62
25.809999,162.449997,119.919998,30.219999,27.15,6.37,6.37
25.200001,164.339996,121.099998,30.110001,26.540001,6.1,6.1
25.139999,161.389999,119.150002,30.719999,27.91,6.08,6.08
24.950001,158.610001,120.110001,30.370001,28.1,6.15,6.15
24.790001,161.5,120.019997,29.719999,29.299999,6.1,6.1
24.610001,161.589996,120.150002,30.27,30.370001,6.17,6.17
23.25,156.339996,116.839996,29.57,28.639999,5.62,5.62
22.450001,151.25,114.220001,28.77,29.459999,5.48,5.48
21.879999,151.820007,117.18,27.48,28.17,5.47,5.47
21.540001,145.350006,116.010002,26.17,27.25,5.45,5.45
21.889999,148.559998,119.160004,26.23,28.48,5.46,5.46
22.209999,143.800003,119.75,25.879999,28.549999,5.18,5.18
23.51,151.559998,125.75,27.719999,31.08,5.81,5.81
23.559999,151.5,128.610001,27.559999,31.51,5.78,5.78
22.66,149.389999,124.580002,27.040001,30.77,5.66,5.66
22.32,147.919998,123.809998,26.889999,30.450001,5.62,5.62
22.65,151.289993,127.110001,26.27,30.6,5.79,5.79
22.83,158.059998,129.240005,27.049999,31.59,5.85,5.85
22.190001,153.130005,123.839996,25.98,31.620001,5.7,5.7
21.77,151.970001,115.900002,25.469999,29.870001,5.57,5.57
20.68,150.770004,98.889999,24.860001,27.49,5.09,5.09
20.83,151.320007,96.290001,24.360001,27.639999,4.96,4.96
20.969999,155.899994,94.839996,24.719999,27.290001,4.96,4.96
20.41,151.360001,94.349998,23.82,26.299999,4.06,4.06
20.209999,151.149994,96.18,23.57,26.32,4.26,4.26
19.209999,143.259995,82.089996,23.33,25.889999,4.02,4.02
19.450001,136.320007,78.660004,24.700001,29.540001,4.0,4.0
19.98,142.449997,79.580002,25.459999,32.59,4.27,4.27
19.440001,142.839996,76.730003,24.9,30.66,4.03,4.03
21.07,147.589996,78.919998,25.49,31.959999,4.47,4.47
21.639999,151.940002,80.809998,26.120001,34.400002,4.57,4.57
21.559999,146.970001,78.18,26.389999,34.16,4.29,4.29
21.700001,144.330002,78.830002,26.309999,34.029999,4.27,4.27
20.809999,137.830002,76.900002,26.209999,33.889999,4.05,4.05
21.059999,132.529999,75.559998,26.24,35.220001,3.86,3.86
21.07,133.919998,77.980003,26.879999,36.119999,3.79,3.79
20.969999,133.839996,78.550003,27.540001,36.400002,3.81,3.81
21.58,149.139999,91.389999,28.559999,37.700001,4.39,4.39
20.549999,152.419998,92.809998,29.0,37.549999,4.67,4.67
20.51,154.509995,90.669998,27.809999,35.240002,4.33,4.33
20.450001,155.020004,92.860001,26.98,34.369999,4.57,4.57
20.809999,159.289993,98.5,27.16,34.950001,4.48,4.48
20.620001,158.600006,98.32,26.1,34.720001,4.2,4.2
20.98,159.720001,100.199997,26.32,35.009998,4.23,4.23
20.879999,154.380005,100.220001,25.969999,34.110001,4.18,4.18
20.27,154.649994,97.800003,24.83,32.25,4.02,4.02
20.68,155.020004,99.099998,24.01,31.33,4.06,4.06
20.91,155.429993,100.959999,24.280001,32.419998,4.28,4.28
21.030001,157.779999,101.019997,23.66,31.4,4.15,4.15
21.879999,160.289993,106.519997,24.780001,33.279999,4.82,4.82
22.639999,159.539993,108.870003,24.65,33.220001,5.14,5.14
21.93,155.389999,110.0,23.719999,31.799999,4.97,4.97
21.790001,145.289993,106.769997,22.959999,31.940001,4.87,4.87
22.059999,144.179993,107.169998,23.17,32.369999,4.99,4.99
22.09,145.380005,103.010002,23.110001,32.139999,4.76,4.76
22.290001,146.110001,103.550003,23.190001,32.299999,4.8,4.8
21.469999,139.899994,99.82,22.110001,30.99,4.43,4.43
22.969999,146.559998,107.610001,22.360001,32.16,5.22,5.22
23.790001,158.25,120.220001,23.030001,33.299999,6.02,6.02
24.190001,168.669998,123.919998,23.73,34.07,6.14,6.14
24.469999,165.940002,124.029999,23.34,33.5,4.22,4.22
25.299999,172.660004,135.320007,24.32,33.889999,4.77,4.77
24.23,164.600006,128.0,23.27,32.369999,4.42,4.42
25.17,170.039993,133.860001,25.33,35.189999,4.48,4.48
25.379999,170.389999,133.990005,25.0,35.0,4.46,4.46
25.82,171.940002,137.339996,25.41,35.68,4.79,4.79
25.809999,172.440002,135.630005,25.639999,35.549999,4.93,4.93
26.43,173.220001,134.789993,26.549999,37.419998,4.91,4.91
26.23,172.279999,132.139999,26.6,36.939999,4.83,4.83
25.74,172.160004,131.240005,25.18,34.98,4.88,4.88
25.200001,167.419998,122.629997,24.280001,33.889999,4.5,4.5
24.4,166.309998,118.07,23.6,33.099998,4.05,4.05
23.809999,166.869995,115.389999,23.610001,32.720001,3.97,3.97
24.209999,166.130005,116.0,23.209999,31.809999,3.88,3.88
24.35,166.910004,117.059998,23.15,31.08,3.91,3.91
23.559999,162.330002,117.540001,22.91,30.52,3.89,3.89
23.110001,160.289993,114.290001,22.700001,31.26,3.58,3.58
22.34,160.440002,110.220001,22.879999,30.389999,3.25,3.25
21.66,149.100006,108.75,21.389999,29.73,2.99,2.99
20.67,147.259995,105.550003,20.700001,28.15,2.94,2.94
19.950001,147.449997,106.660004,21.27,28.57,2.94,2.94
19.84,145.919998,103.589996,20.379999,27.620001,3.03,3.03
21.049999,149.910004,107.150002,20.09,28.5,3.21,3.21
24.040001,151.460007,111.300003,20.959999,30.280001,3.55,3.55
23.49,148.869995,108.07,19.629999,30.309999,3.21,3.21
23.32,149.229996,106.830002,19.66,29.1,3.28,3.28
22.969999,147.830002,105.370003,19.18,27.879999,3.2,3.2
22.85,149.300003,109.169998,19.02,27.85,3.44,3.44
22.459999,149.029999,106.349998,18.459999,26.950001,3.11,3.11
22.1,146.300003,104.129997,18.049999,26.23,3.03,3.03
22.92,147.889999,105.440002,18.18,27.02,3.7,3.7
21.98,141.820007,101.760002,17.85,26.120001,3.43,3.43
20.790001,139.800003,97.800003,17.790001,23.790001,3.08,3.08
21.280001,141.110001,100.510002,18.15,24.940001,3.25,3.25
22.07,145.460007,117.510002,19.4,26.309999,3.3,3.3
22.07,143.169998,116.879997,19.5,25.4,3.23,3.23
22.91,151.5,122.470001,19.83,26.190001,3.58,3.58
23.6,157.220001,128.899994,20.08,27.309999,4.16,4.16
21.889999,152.339996,123.559998,18.549999,25.860001,3.7,3.7
23.209999,158.240005,131.619995,19.040001,27.280001,4.26,4.26
23.809999,159.779999,136.389999,19.27,27.17,4.28,4.28
22.940001,156.979996,131.869995,19.620001,26.34,3.62,3.62
22.84,153.25,127.550003,19.09,25.950001,3.47,3.47
22.33,150.029999,126.239998,18.5,25.549999,3.43,3.43
21.370001,144.729996,123.440002,18.24,26.190001,3.16,3.16
21.17,142.889999,118.190002,18.5,26.09,3.18,3.18
21.129999,144.580002,119.839996,19.07,26.18,3.15,3.15
21.6,144.990005,121.110001,19.49,27.309999,3.28,3.28
20.83,149.25,119.099998,20.860001,26.540001,3.17,3.17
21.09,153.889999,127.010002,21.280001,27.040001,3.11,3.11
20.969999,158.050003,129.660004,22.889999,27.27,3.18,3.18
20.290001,156.699997,123.970001,22.93,26.5,3.25,3.25
19.66,159.059998,125.089996,22.49,26.459999,3.07,3.07
20.35,158.419998,125.360001,24.299999,27.530001,2.98,2.98
20.76,160.350006,129.690002,25.860001,27.790001,2.9,2.9
20.629999,161.350006,130.279999,28.049999,28.18,3.03,3.03
20.59,162.160004,128.690002,28.92,29.17,2.95,2.95
20.219999,159.380005,121.0,29.41,28.49,2.75,2.75
19.559999,158.039993,118.169998,29.209999,27.67,2.64,2.64
19.379999,149.389999,110.410004,27.110001,26.0,2.67,2.67
19.440001,147.419998,107.730003,26.690001,26.370001,2.83,2.83
19.139999,149.479996,111.190002,26.200001,26.459999,2.82,2.82
18.709999,147.479996,109.160004,26.23,26.450001,2.76,2.76
19.25,151.020004,113.699997,27.08,24.9,2.98,2.98
18.82,152.679993,115.379997,26.809999,23.66,2.99,2.99
18.18,153.309998,114.610001,27.469999,22.43,2.75,2.75
18.360001,154.770004,111.050003,26.59,22.17,2.57,2.57
17.98,153.160004,109.349998,26.34,22.51,2.49,2.49
19.4,167.449997,119.800003,26.709999,24.74,2.87,2.87
19.76,168.800003,120.980003,28.15,25.190001,3.0,3.0
19.709999,171.869995,118.290001,28.040001,25.200001,2.9,2.9
19.110001,167.169998,113.550003,26.98,23.91,2.8,2.8
19.43,166.729996,118.599998,26.91,24.34,2.9,2.9
18.540001,171.460007,120.779999,26.700001,23.83,2.85,2.85
17.15,174.600006,112.269997,27.040001,23.27,2.66,2.66
17.370001,179.220001,115.239998,25.92,23.68,2.62,2.62
18.74,184.699997,121.980003,26.959999,25.6,2.76,2.76
17.360001,185.289993,119.599998,25.709999,25.32,2.55,2.55
